carrier,delayed30,delay,destination
Delta,FALSE,-22,ATL
Republic,FALSE,-20,IND
Republic,FALSE,-17,BNA
Republic,FALSE,-9,EYW
Republic,FALSE,-27,BOS
Republic,FALSE,-30,IND
Republic,FALSE,-24,SDF
Republic,FALSE,0,DCA
Republic,FALSE,-18,CLT
Delta,FALSE,14,MSY
Delta,FALSE,16,RSW
Delta,FALSE,-7,ATL
Delta,FALSE,-30,MSP
Republic,FALSE,-11,AVL
Republic,FALSE,-5,BUF
Delta,TRUE,59,MCO
Republic,FALSE,-18,BOS
Delta,FALSE,-33,MCI
Republic,FALSE,-15,ORF
Republic,FALSE,-14,DCA
Delta,FALSE,-15,MIA
Delta,TRUE,62,PBI
Delta,FALSE,-1,FLL
Republic,FALSE,-7,XNA
Republic,FALSE,-14,ROA
Delta,FALSE,17,MCO
Republic,FALSE,-11,CMH
Delta,FALSE,-10,ORD
Republic,FALSE,-7,DTW
Delta,FALSE,-2,ATL
Republic,FALSE,-32,BDL
Republic,FALSE,-23,PIT
Republic,FALSE,-30,MEM
Republic,FALSE,-17,DCA
Delta,FALSE,18,TPA
Delta,FALSE,27,SRQ
Republic,FALSE,-8,BOS
Republic,FALSE,-7,BNA
Republic,FALSE,-35,MSP
Delta,TRUE,41,IAH
Republic,FALSE,-26,DAY
Republic,FALSE,-5,BNA
Republic,FALSE,5,SDF
Republic,FALSE,-17,PWM
Delta,FALSE,6,DFW
Republic,FALSE,-13,CVG
Delta,FALSE,-4,ATL
Delta,FALSE,-19,DTW
Republic,FALSE,0,ORF
Republic,TRUE,73,PIT
Republic,FALSE,2,CLE
Republic,FALSE,19,BOS
Republic,FALSE,13,SYR
Republic,FALSE,1,CMH
Delta,TRUE,58,IAH
Republic,FALSE,18,DCA
Republic,TRUE,38,RIC
Republic,FALSE,9,MCI
Republic,FALSE,13,DCA
Republic,TRUE,32,IND
Republic,TRUE,76,IAD
Delta,TRUE,49,ATL
Delta,TRUE,47,RDU
Republic,TRUE,38,CMH
Republic,TRUE,70,CLT
Republic,TRUE,58,BOS
Republic,TRUE,33,BDL
Republic,FALSE,14,STL
Delta,TRUE,32,ATL
Republic,TRUE,63,JAX
Delta,FALSE,20,MIA
Delta,FALSE,24,MSP
Republic,TRUE,75,MCI
Delta,TRUE,80,ORD
Delta,TRUE,51,TPA
Delta,TRUE,65,FLL
Delta,TRUE,94,PBI
Delta,TRUE,119,MCO
Delta,TRUE,52,DFW
Republic,FALSE,20,PIT
Delta,FALSE,22,ATL
Republic,TRUE,115,ATL
Republic,FALSE,22,DTW
Republic,TRUE,50,RIC
Delta,FALSE,14,DTW
Delta,FALSE,10,ORD
Delta,FALSE,22,BOS
Republic,FALSE,18,OKC
Republic,TRUE,65,DCA
Republic,FALSE,-19,BOS
Republic,TRUE,99,BOS
Delta,TRUE,43,RDU
Republic,TRUE,96,DCA
Delta,FALSE,1,ATL
Republic,TRUE,74,BUF
Delta,FALSE,-18,DEN
Republic,TRUE,99,STL
Republic,TRUE,59,CHO
Republic,TRUE,86,ROC
Republic,FALSE,-16,CMH
Republic,TRUE,46,BTV
Republic,TRUE,148,DCA
Delta,TRUE,57,DTW
Republic,TRUE,103,PIT
Republic,FALSE,15,BOS
Republic,FALSE,8,CMH
Republic,TRUE,119,GSO
Republic,TRUE,109,PIT
Republic,TRUE,62,IND
Republic,TRUE,88,DCA
Republic,TRUE,125,ATL
Delta,FALSE,21,ORD
Republic,TRUE,47,MCI
Delta,TRUE,45,ATL
Republic,FALSE,20,STL
Republic,TRUE,99,IND
Republic,TRUE,97,SDF
Republic,FALSE,9,TUL
Delta,TRUE,60,MSP
Republic,TRUE,64,IND
Republic,TRUE,138,CLE
Delta,TRUE,43,IAH
Delta,TRUE,121,MCO
Republic,TRUE,76,BNA
Delta,TRUE,50,BOS
Republic,TRUE,93,SDF
Delta,TRUE,109,PBI
Delta,FALSE,20,DFW
Delta,TRUE,38,MIA
Republic,TRUE,63,OMA
Republic,TRUE,32,LIT
Delta,FALSE,30,MCI
Republic,FALSE,10,ATL
Delta,TRUE,40,BOS
Republic,FALSE,19,CMH
Republic,TRUE,51,IND
Republic,TRUE,77,PIT
Delta,TRUE,62,FLL
Republic,TRUE,77,DCA
Delta,TRUE,52,ATL
Republic,TRUE,131,OKC
Delta,TRUE,66,MCO
Republic,TRUE,41,PIT
Delta,TRUE,129,DTW
Republic,TRUE,109,PIT
Republic,TRUE,119,CMH
Republic,FALSE,8,PWM
Republic,TRUE,103,IAD
Delta,TRUE,124,RSW
Republic,TRUE,59,DCA
Republic,TRUE,66,BOS
Delta,TRUE,59,ORD
Delta,TRUE,47,ATL
Republic,TRUE,74,CVG
Republic,TRUE,75,BUF
Delta,TRUE,166,MSY
Republic,TRUE,70,GSO
Republic,TRUE,45,CLE
Republic,TRUE,126,ORF
Republic,TRUE,66,RDU
Republic,TRUE,107,BDL
Republic,TRUE,98,MEM
Republic,TRUE,110,ROC
Republic,TRUE,136,ILM
Delta,TRUE,81,BOS
Republic,TRUE,120,DTW
Republic,TRUE,109,BTV
Republic,TRUE,106,RIC
Republic,TRUE,95,DCA
Delta,FALSE,-6,DTW
Delta,FALSE,-11,MSP
Delta,FALSE,-5,ATL
Delta,FALSE,-36,PBI
Delta,FALSE,-34,TPA
Delta,FALSE,-16,FLL
Delta,FALSE,-27,MCO
Delta,FALSE,2,MIA
Republic,FALSE,-20,JAX
Delta,FALSE,1,DEN
Delta,FALSE,-22,MSP
Republic,FALSE,-17,MSP
Delta,FALSE,-34,ATL
Republic,FALSE,-26,MCI
Delta,FALSE,-50,DFW
Republic,FALSE,-20,DCA
Republic,FALSE,-32,ATL
Delta,FALSE,-28,ORD
Republic,FALSE,-2,STL
Republic,FALSE,-30,SRQ
Republic,FALSE,-4,EYW
Delta,FALSE,-29,PBI
Republic,FALSE,-33,CMH
Republic,FALSE,-6,ILM
Republic,FALSE,-23,BOS
Republic,FALSE,-32,PIT
Delta,FALSE,-27,DTW
Republic,FALSE,-41,DCA
Republic,FALSE,-27,BNA
Republic,FALSE,-11,CMH
Republic,FALSE,-19,CLT
Delta,FALSE,-35,MCO
Republic,FALSE,-53,STL
Delta,FALSE,-15,MSY
Republic,FALSE,-22,MKE
Republic,FALSE,-22,IND
Republic,FALSE,-25,DCA
Delta,FALSE,27,CHS
Delta,FALSE,-23,ATL
Republic,FALSE,-15,AVL
Delta,FALSE,-18,RSW
Delta,FALSE,-5,MSP
Republic,FALSE,-30,PIT
Republic,FALSE,-25,RIC
Delta,FALSE,-40,MIA
Republic,FALSE,-30,BNA
Delta,FALSE,-26,MCO
Delta,FALSE,-53,IAH
Delta,FALSE,-12,PBI
Republic,FALSE,-20,ROA
Delta,FALSE,-18,ORD
Republic,FALSE,-26,IND
Delta,FALSE,-15,SRQ
Republic,FALSE,-13,CLT
Delta,FALSE,14,FLL
Republic,FALSE,-48,DCA
Delta,FALSE,-27,ATL
Delta,FALSE,-25,TPA
Republic,FALSE,-49,STL
Republic,FALSE,-34,ORD
Republic,FALSE,-37,ORF
Republic,FALSE,-31,RDU
Republic,FALSE,-26,BUF
Republic,FALSE,-26,CVG
Delta,FALSE,-30,DTW
Republic,FALSE,-20,BNA
Republic,FALSE,-31,BOS
Republic,FALSE,-42,CLE
Republic,FALSE,-18,SDF
Delta,FALSE,-15,ORD
Republic,FALSE,-42,MCI
Republic,TRUE,39,EYW
Republic,FALSE,-31,CMH
Republic,FALSE,14,STL
Delta,FALSE,-17,ATL
Republic,FALSE,-46,ATL
Republic,FALSE,9,DCA
Delta,FALSE,-36,DFW
Republic,FALSE,-22,OKC
Republic,FALSE,6,MKE
Delta,FALSE,-32,MCO
Republic,FALSE,26,DCA
Republic,FALSE,-35,CHO
Delta,FALSE,-27,TPA
Delta,FALSE,-30,MCI
Republic,FALSE,-22,IND
Delta,FALSE,7,MSP
Republic,FALSE,-19,ORF
Delta,FALSE,15,FLL
Republic,FALSE,-24,DTW
Delta,FALSE,-35,PBI
Republic,FALSE,-13,DCA
Republic,FALSE,19,XNA
Delta,FALSE,-27,ORD
Delta,FALSE,-29,ATL
Delta,FALSE,-24,MIA
Republic,FALSE,-29,BTV
Delta,FALSE,-9,SYR
Republic,FALSE,-42,GSO
Republic,FALSE,-56,PIT
Republic,FALSE,-41,ILM
Republic,FALSE,13,ROC
Delta,FALSE,-35,DEN
Republic,FALSE,-48,RDU
Republic,FALSE,-30,PIT
Delta,FALSE,-27,DTW
Republic,FALSE,-46,IND
Republic,FALSE,-41,IAD
Republic,FALSE,-42,SDF
Republic,FALSE,-43,ATL
Republic,FALSE,-19,CMH
Delta,FALSE,-21,BOS
Delta,FALSE,-18,MCO
Delta,FALSE,-37,ATL
Delta,FALSE,-31,PBI
Delta,FALSE,-7,RSW
Delta,FALSE,-20,MSY
Republic,FALSE,-36,MEM
Republic,FALSE,-48,RIC
Republic,FALSE,-37,DCA
Delta,FALSE,-34,FLL
Delta,FALSE,-47,TPA
Delta,FALSE,-33,MIA
Delta,FALSE,-27,MCO
Republic,FALSE,-46,ATL
Delta,FALSE,-12,ATL
Delta,FALSE,-29,FLL
Delta,FALSE,-22,PBI
Delta,FALSE,-23,MIA
Delta,FALSE,-20,TPA
Delta,FALSE,-19,MCO
Delta,FALSE,-9,DEN
Delta,FALSE,-13,MSP
Republic,FALSE,-38,MSP
Delta,FALSE,-17,ATL
Delta,FALSE,-41,DFW
Delta,FALSE,-38,ORD
Republic,FALSE,-21,ATL
Republic,FALSE,-16,STL
Republic,FALSE,-27,DCA
Republic,FALSE,-37,BOS
Republic,FALSE,-21,IAH
Delta,FALSE,-30,DTW
Republic,FALSE,-21,BNA
Republic,FALSE,-30,EYW
Delta,FALSE,-20,MSY
Delta,FALSE,-22,MCO
Republic,FALSE,-26,DCA
Delta,FALSE,-23,MCI
Delta,FALSE,-27,IAH
Republic,FALSE,-9,AVL
Delta,FALSE,-25,ATL
Delta,FALSE,-40,MSP
Delta,FALSE,-31,RSW
Republic,FALSE,-33,DCA
Republic,FALSE,-30,BOS
Delta,FALSE,-43,MIA
Delta,FALSE,-21,MCO
Republic,FALSE,-35,ROA
Delta,FALSE,-36,FLL
Republic,FALSE,-41,DTW
Delta,FALSE,-30,SRQ
Delta,FALSE,-13,ORD
Republic,FALSE,-21,DCA
Republic,FALSE,-38,BNA
Republic,FALSE,-20,BOS
Delta,FALSE,-33,TPA
Republic,FALSE,-26,STL
Republic,FALSE,-25,MEM
Republic,FALSE,-40,MSP
Delta,FALSE,-10,DFW
Republic,FALSE,-33,DAY
Delta,FALSE,-22,ATL
Republic,FALSE,-31,ORF
Republic,FALSE,-21,SYR
Republic,FALSE,-35,BOS
Delta,FALSE,-27,DTW
Republic,FALSE,-36,CLE
Republic,FALSE,-12,BNA
Republic,FALSE,-18,IAD
Republic,FALSE,-34,CMH
Delta,FALSE,22,IAH
Republic,FALSE,-10,DCA
Republic,FALSE,-20,IAH
Republic,FALSE,-9,CLT
Republic,FALSE,4,MCI
Republic,FALSE,-9,RIC
Delta,FALSE,-5,ATL
Republic,FALSE,-21,IND
Republic,FALSE,-16,BOS
Republic,FALSE,-6,CMH
Delta,FALSE,-2,RDU
Republic,FALSE,-10,BDL
Delta,TRUE,116,ATL
Republic,TRUE,64,CVG
Republic,FALSE,-28,ATL
Republic,FALSE,13,MCI
Delta,TRUE,175,PBI
Republic,FALSE,-20,STL
Republic,FALSE,-23,JAX
Delta,FALSE,-4,ORD
Delta,FALSE,-9,ATL
Delta,FALSE,-2,MCO
Delta,FALSE,-15,PBI
Republic,TRUE,41,DCA
Republic,TRUE,132,SDF
Republic,FALSE,-20,MKE
Republic,FALSE,-20,DCA
Republic,FALSE,-5,BOS
Republic,FALSE,-14,STL
Delta,FALSE,-17,MSP
Delta,FALSE,-1,TPA
Delta,FALSE,-10,FLL
Republic,FALSE,-15,DCA
Delta,FALSE,-7,DFW
Republic,FALSE,-14,PIT
Republic,FALSE,-28,DTW
Delta,FALSE,-25,ATL
Republic,FALSE,-35,RIC
Delta,FALSE,21,MIA
Delta,FALSE,-19,BOS
Delta,FALSE,-20,DTW
Delta,FALSE,-16,ORD
Republic,FALSE,-33,PIT
Republic,FALSE,8,OKC
Republic,FALSE,-32,CHO
Delta,FALSE,-13,RDU
Republic,FALSE,-11,ROC
Republic,FALSE,-7,RIC
Republic,FALSE,-25,DCA
Republic,FALSE,-28,ILM
Republic,FALSE,-19,BOS
Delta,FALSE,-4,DEN
Republic,FALSE,-9,GSO
Republic,FALSE,-12,PIT
Republic,FALSE,-10,CLE
Delta,FALSE,-16,DTW
Republic,FALSE,-29,IND
Republic,FALSE,-22,SDF
Republic,FALSE,-25,ATL
Republic,FALSE,4,DCA
Delta,FALSE,21,ATL
Republic,FALSE,-23,CMH
Republic,FALSE,-25,BOS
Republic,FALSE,-28,CMH
Republic,FALSE,-27,IND
Republic,FALSE,-9,OKC
Republic,FALSE,-13,BNA
Republic,FALSE,-15,SDF
Delta,FALSE,5,MCO
Republic,FALSE,3,MCI
Delta,FALSE,7,MSP
Republic,FALSE,-14,OMA
Republic,FALSE,-18,TUL
Delta,FALSE,-1,ORD
Delta,FALSE,-10,ATL
Republic,FALSE,-11,STL
Delta,FALSE,-14,BOS
Republic,FALSE,-30,PIT
Delta,FALSE,-23,DTW
Delta,FALSE,-20,PBI
Republic,TRUE,118,IND
Republic,FALSE,-12,LIT
Republic,FALSE,-27,XNA
Republic,FALSE,-22,DCA
Delta,FALSE,-24,DFW
Republic,FALSE,-15,PIT
Delta,FALSE,-5,MSY
Delta,FALSE,-16,TPA
Delta,FALSE,-23,MIA
Republic,FALSE,2,IND
Delta,FALSE,-31,RSW
Republic,FALSE,-28,CMH
Delta,FALSE,-35,ATL
Republic,FALSE,-1,CMH
Delta,FALSE,-4,FLL
Delta,TRUE,88,IAH
Delta,TRUE,69,MCI
Republic,FALSE,-40,ATL
Republic,FALSE,-36,ORF
Republic,FALSE,-23,CVG
Republic,FALSE,-17,IAD
Delta,FALSE,25,BOS
Delta,FALSE,19,MCO
Republic,FALSE,8,PIT
Republic,FALSE,-10,DCA
Republic,FALSE,-37,ILM
Delta,FALSE,-9,ORD
Republic,FALSE,-27,MEM
Republic,FALSE,-3,BOS
Republic,FALSE,-45,RIC
Republic,FALSE,-16,BUF
Republic,FALSE,-31,DTW
Republic,FALSE,-11,GSO
Republic,FALSE,-5,ROC
Delta,FALSE,-20,ATL
Republic,FALSE,-8,PWM
Republic,FALSE,-20,BTV
Republic,FALSE,-22,DCA
Republic,FALSE,7,BDL
Delta,FALSE,-17,SYR
Republic,FALSE,0,CLE
Republic,FALSE,-24,RDU
Delta,FALSE,-6,BOS
Republic,FALSE,-10,DCA
Republic,FALSE,-24,CMH
Delta,FALSE,0,ORD
Republic,FALSE,-1,STL
Delta,FALSE,16,DFW
Republic,FALSE,15,BOS
Delta,FALSE,-2,ATL
Delta,FALSE,1,MSP
Delta,FALSE,5,DTW
Republic,FALSE,-33,PIT
Republic,FALSE,-13,STL
Republic,FALSE,-17,RIC
Republic,FALSE,-18,RDU
Delta,FALSE,-18,IAH
Republic,FALSE,16,CMH
Delta,FALSE,-12,BNA
Republic,FALSE,-34,RDU
Republic,FALSE,6,DTW
Republic,FALSE,-15,BOS
Delta,FALSE,-24,FLL
Delta,FALSE,-18,TPA
Delta,FALSE,-19,MIA
Delta,FALSE,-18,PBI
Delta,FALSE,-11,ATL
Delta,FALSE,-19,MCO
Republic,FALSE,-15,DCA
Delta,FALSE,-21,MSP
Republic,FALSE,-22,ORF
Delta,FALSE,-25,ORD
Delta,FALSE,-23,DEN
Republic,FALSE,-25,CHO
Republic,FALSE,-27,MKE
Republic,FALSE,-36,BOS
Republic,FALSE,-29,MSP
Republic,FALSE,-34,BTV
Republic,FALSE,-11,CVG
Delta,FALSE,-19,ATL
Republic,FALSE,-37,SYR
Delta,FALSE,-9,DFW
Republic,FALSE,-26,RIC
Delta,FALSE,-27,ORD
Republic,TRUE,84,PIT
Republic,FALSE,-7,ATL
Republic,FALSE,-7,GSO
Republic,FALSE,-18,DCA
Republic,FALSE,-31,CLT
Republic,FALSE,-16,STL
Republic,FALSE,-24,BOS
Republic,FALSE,-18,ILM
Republic,FALSE,-14,PWM
Republic,FALSE,1,IAH
Republic,FALSE,-29,CMH
Republic,FALSE,-24,CMH
Republic,FALSE,-14,SDF
Delta,FALSE,-20,DTW
Republic,FALSE,-9,CLE
Republic,FALSE,-41,IAD
Republic,FALSE,-12,IND
Republic,FALSE,-3,BNA
Delta,FALSE,-9,ATL
Republic,FALSE,-34,BOS
Republic,FALSE,-29,EYW
Delta,FALSE,-23,MCO
Republic,FALSE,-28,IND
Republic,FALSE,-7,SDF
Delta,FALSE,-16,MSY
Republic,FALSE,-35,DCA
Republic,FALSE,-21,CLT
Delta,FALSE,-21,ATL
Delta,FALSE,-34,MSP
Republic,FALSE,-29,BUF
Delta,FALSE,-14,RSW
Republic,FALSE,-15,AVL
Republic,FALSE,-21,BOS
Delta,FALSE,-20,MCI
Republic,FALSE,-35,DCA
Republic,FALSE,-17,ORF
Republic,FALSE,12,XNA
Delta,FALSE,-31,MIA
Delta,FALSE,-26,MCO
Republic,FALSE,-30,ROA
Delta,FALSE,0,PBI
Delta,FALSE,-12,FLL
Republic,FALSE,-33,DTW
Delta,FALSE,-12,IAH
Republic,FALSE,-12,CMH
Delta,FALSE,-12,ORD
Republic,FALSE,-30,PIT
Republic,FALSE,-34,BDL
Republic,FALSE,-16,BNA
Republic,FALSE,-26,DCA
Republic,FALSE,-18,MEM
Republic,FALSE,-22,PIT
Republic,FALSE,-41,MSP
Delta,FALSE,-3,DFW
Republic,FALSE,-42,DAY
Republic,FALSE,-27,PWM
Delta,FALSE,22,ATL
Republic,FALSE,-10,SDF
Delta,TRUE,52,SRQ
Republic,FALSE,-43,ORF
Delta,FALSE,-18,ATL
Republic,FALSE,-7,CVG
Republic,FALSE,14,BOS
Delta,FALSE,-10,IAH
Delta,FALSE,-26,DTW
Republic,FALSE,-24,BOS
Delta,TRUE,35,TPA
Republic,FALSE,25,BNA
Republic,FALSE,-29,CLE
Republic,FALSE,-32,CMH
Republic,FALSE,-20,SYR
Republic,FALSE,-23,IAD
Republic,FALSE,-8,IAH
Republic,FALSE,-20,DCA
Republic,FALSE,-10,RIC
Republic,FALSE,-6,MCI
Republic,FALSE,1,CLT
Delta,FALSE,-15,RDU
Delta,FALSE,-16,ATL
Republic,FALSE,-13,IND
Republic,FALSE,-14,DCA
Republic,FALSE,-18,BOS
Republic,FALSE,-26,ATL
Republic,FALSE,-13,CMH
Republic,FALSE,-24,JAX
Republic,FALSE,-7,MCI
Republic,FALSE,-7,STL
Delta,FALSE,-13,ORD
Republic,FALSE,-21,BDL
Delta,FALSE,-11,MCO
Delta,FALSE,0,ATL
Republic,FALSE,-32,DCA
Delta,FALSE,11,PBI
Republic,FALSE,-33,BOS
Delta,FALSE,-23,MSP
Delta,FALSE,-18,TPA
Republic,FALSE,-23,STL
Delta,FALSE,-7,DFW
Republic,FALSE,-32,DTW
Republic,FALSE,-31,DCA
Delta,FALSE,-28,MIA
Republic,FALSE,-30,PIT
Delta,FALSE,-16,ATL
Delta,FALSE,-21,BOS
Delta,FALSE,-27,DTW
Republic,FALSE,-8,BUF
Republic,FALSE,-42,PIT
Delta,FALSE,-26,ORD
Republic,FALSE,19,OKC
Republic,FALSE,1,RIC
Republic,FALSE,-25,CHO
Republic,FALSE,-21,ROC
Delta,FALSE,-22,RDU
Republic,FALSE,-30,GSO
Republic,FALSE,-18,DCA
Republic,FALSE,-10,PIT
Republic,FALSE,-34,BOS
Republic,FALSE,-27,ILM
Republic,FALSE,-21,BTV
Delta,FALSE,-6,DEN
Republic,FALSE,-28,RIC
Republic,FALSE,-10,CLE
Delta,FALSE,26,ATL
Republic,FALSE,-31,IND
Delta,FALSE,2,DTW
Republic,FALSE,-14,IND
Republic,FALSE,-17,ATL
Republic,FALSE,-12,DCA
Republic,FALSE,-48,CMH
Republic,FALSE,-12,CMH
Republic,FALSE,-20,BOS
Republic,FALSE,-29,IND
Republic,FALSE,-19,MCI
Republic,FALSE,-28,BNA
Republic,FALSE,-12,SDF
Delta,FALSE,4,ORD
Republic,FALSE,-6,OKC
Republic,FALSE,-1,STL
Republic,TRUE,45,SDF
Republic,FALSE,-24,OMA
Republic,FALSE,11,TUL
Delta,TRUE,201,FLL
Republic,FALSE,-40,PIT
Delta,FALSE,-25,DTW
Delta,TRUE,51,MCO
Delta,FALSE,-11,BOS
Delta,FALSE,1,IAH
Delta,FALSE,-15,PBI
Delta,FALSE,-22,DFW
Delta,TRUE,50,MSP
Republic,FALSE,-30,PIT
Republic,FALSE,-42,DCA
Republic,FALSE,1,LIT
Delta,FALSE,-16,MCI
Republic,FALSE,-11,XNA
Delta,FALSE,20,ATL
Republic,FALSE,-9,IND
Republic,FALSE,-41,CMH
Delta,FALSE,-3,MIA
Delta,FALSE,-18,BOS
Delta,FALSE,-20,RSW
Delta,FALSE,-15,MCO
Delta,FALSE,10,TPA
Republic,FALSE,-19,CMH
Republic,FALSE,-43,ATL
Republic,FALSE,-47,ORF
Republic,FALSE,-28,PIT
Republic,FALSE,-39,CVG
Republic,FALSE,-26,BUF
Republic,FALSE,-31,IAD
Delta,FALSE,6,ATL
Delta,FALSE,-34,ORD
Republic,FALSE,-43,ILM
Republic,FALSE,-19,MEM
Republic,FALSE,-48,RIC
Republic,FALSE,-19,DCA
Republic,FALSE,-24,DTW
Republic,FALSE,-33,GSO
Republic,FALSE,-20,BOS
Republic,FALSE,-24,PWM
Republic,FALSE,-17,ROC
Republic,FALSE,-34,CLE
Republic,FALSE,-14,BDL
Delta,TRUE,115,MSY
Republic,FALSE,-8,BTV
Republic,FALSE,-28,RDU
Delta,FALSE,-10,BOS
Delta,FALSE,-9,SYR
Delta,TRUE,116,FLL
Republic,FALSE,16,DCA
Delta,TRUE,77,ATL
Delta,TRUE,361,MCO
Republic,FALSE,18,STL
Delta,FALSE,-28,ORD
Delta,FALSE,-3,DFW
Republic,FALSE,-12,DCA
Republic,FALSE,-16,CMH
Republic,FALSE,-16,BOS
Delta,FALSE,-12,DTW
Delta,FALSE,-14,MSP
Republic,FALSE,-25,PIT
Republic,FALSE,-11,STL
Delta,FALSE,-15,IAH
Republic,FALSE,-10,CMH
Republic,FALSE,-9,RDU
Republic,FALSE,11,RIC
Republic,FALSE,-23,RDU
Delta,FALSE,-7,BNA
Republic,FALSE,-7,DTW
Republic,FALSE,8,BOS
Delta,TRUE,60,ATL
Delta,FALSE,-20,FLL
Delta,FALSE,-1,TPA
Delta,FALSE,-9,MCO
Delta,FALSE,-4,ATL
Republic,FALSE,-17,DCA
Republic,FALSE,-19,ORF
Delta,FALSE,13,PBI
Delta,FALSE,-18,ORD
Republic,FALSE,11,PIT
Delta,FALSE,-13,DEN
Republic,FALSE,-17,CHO
Delta,FALSE,2,MSP
Delta,TRUE,39,MIA
Republic,FALSE,-20,MKE
Republic,FALSE,-22,MSP
Republic,FALSE,-22,BTV
Republic,FALSE,-3,BOS
Republic,FALSE,-3,CVG
Delta,FALSE,-22,ATL
Republic,FALSE,-12,RIC
Republic,FALSE,-12,SYR
Delta,FALSE,-1,DFW
Republic,FALSE,-6,ATL
Republic,FALSE,0,GSO
Republic,FALSE,-24,DCA
Republic,FALSE,-17,STL
Republic,FALSE,-12,CLT
Republic,FALSE,-5,PWM
Delta,FALSE,9,ORD
Republic,FALSE,-3,ILM
Republic,FALSE,-2,IAH
Republic,FALSE,-8,CMH
Republic,FALSE,-8,CMH
Republic,FALSE,-2,CLE
Republic,FALSE,-4,IND
Republic,FALSE,-11,IAD
Delta,FALSE,1,ATL
Republic,FALSE,-18,EYW
Republic,FALSE,15,BNA
Republic,TRUE,43,BOS
Republic,FALSE,-23,BOS
Republic,TRUE,37,SDF
Delta,FALSE,-3,MCO
Delta,TRUE,47,DTW
Republic,FALSE,-16,SDF
Republic,FALSE,-8,IND
Republic,FALSE,-7,CLT
Delta,FALSE,1,MSY
Republic,FALSE,0,DCA
Delta,FALSE,-8,RSW
Delta,FALSE,-3,ATL
Republic,FALSE,-7,AVL
Republic,FALSE,-26,DCA
Republic,FALSE,-15,BUF
Republic,FALSE,-4,ORF
Republic,FALSE,20,XNA
Republic,FALSE,-14,BOS
Delta,FALSE,12,MSP
Delta,FALSE,0,MCI
Delta,FALSE,-11,PBI
Delta,FALSE,-9,FLL
Delta,FALSE,4,MIA
Republic,FALSE,-32,DTW
Republic,FALSE,-1,ROA
Delta,FALSE,22,MCO
Republic,FALSE,-9,CMH
Delta,FALSE,6,ORD
Delta,FALSE,-12,IAH
Delta,FALSE,-5,SRQ
Republic,FALSE,-24,PIT
Delta,FALSE,-29,ATL
Republic,FALSE,-28,BDL
Republic,FALSE,-17,DCA
Delta,FALSE,-26,TPA
Republic,FALSE,-13,MEM
Republic,FALSE,-26,BOS
Delta,FALSE,-12,DFW
Republic,FALSE,-27,DAY
Republic,FALSE,-20,PWM
Republic,FALSE,-1,MSP
Republic,FALSE,0,BNA
Republic,FALSE,-17,SDF
Republic,FALSE,24,BNA
Delta,FALSE,-16,ATL
Delta,FALSE,-20,DTW
Republic,FALSE,-26,BOS
Republic,FALSE,-11,ORF
Republic,FALSE,-28,CLE
Republic,FALSE,-14,SYR
Republic,FALSE,-28,CMH
Republic,FALSE,15,CVG
Republic,FALSE,-9,DCA
Republic,FALSE,-14,RIC
Republic,FALSE,-5,IAD
Republic,FALSE,-13,IAH
Republic,FALSE,11,MCI
Republic,FALSE,-16,CLT
Delta,FALSE,-18,ATL
Delta,FALSE,-28,RDU
Republic,FALSE,-6,IND
Republic,FALSE,-19,DCA
Republic,FALSE,-25,ATL
Delta,TRUE,59,IAH
Republic,FALSE,-11,CMH
Republic,FALSE,10,BOS
Republic,FALSE,-2,MCI
Delta,FALSE,-3,ORD
Republic,TRUE,129,PIT
Delta,FALSE,-20,MCO
Delta,FALSE,-23,PBI
Republic,FALSE,25,STL
Republic,FALSE,-10,BDL
Republic,FALSE,-24,DCA
Republic,FALSE,-16,BOS
Delta,FALSE,-10,ATL
Republic,FALSE,17,JAX
Delta,FALSE,15,MSP
Delta,FALSE,-9,DFW
Delta,FALSE,-11,TPA
Delta,FALSE,3,FLL
Republic,FALSE,1,STL
Republic,FALSE,-10,DTW
Republic,FALSE,-16,PIT
Republic,FALSE,-19,BUF
Delta,FALSE,-14,ORD
Republic,FALSE,13,DCA
Republic,FALSE,-4,OKC
Delta,FALSE,5,ATL
Republic,FALSE,24,RIC
Delta,TRUE,33,MIA
Delta,FALSE,12,DTW
Republic,FALSE,-31,CHO
Republic,FALSE,18,BOS
Republic,FALSE,-6,DCA
Republic,FALSE,12,ROC
Delta,FALSE,13,RDU
Republic,FALSE,-16,PIT
Republic,FALSE,-18,BOS
Republic,FALSE,27,PIT
Delta,FALSE,-18,ATL
Republic,FALSE,6,GSO
Republic,FALSE,5,ILM
Republic,FALSE,20,BTV
Republic,FALSE,15,IND
Republic,FALSE,-4,DCA
Republic,FALSE,-6,BOS
Delta,TRUE,39,DTW
Republic,FALSE,7,CMH
Republic,FALSE,3,SDF
Republic,TRUE,64,CLE
Republic,FALSE,-8,IND
Republic,FALSE,21,OKC
Delta,FALSE,4,ORD
Republic,FALSE,-12,SDF
Republic,FALSE,18,MCI
Republic,TRUE,95,RIC
Republic,FALSE,-1,STL
Republic,FALSE,16,CMH
Delta,FALSE,-32,ATL
Republic,FALSE,-2,TUL
Delta,FALSE,-29,IAH
Republic,FALSE,30,BNA
Republic,FALSE,10,OMA
Republic,TRUE,89,IND
Republic,TRUE,82,ATL
Delta,FALSE,-12,PBI
Delta,FALSE,12,DTW
Delta,FALSE,13,BOS
