"","carrier","delayed30","delay","destination"
"9129","JetBlue",FALSE,-12,"BTV"
"9130","JetBlue",FALSE,-9,"BUF"
"9131","JetBlue",FALSE,-17,"BOS"
"9132","JetBlue",FALSE,-13,"FLL"
"9133","JetBlue",FALSE,16,"PBI"
"9134","JetBlue",FALSE,-5,"PWM"
"9135","Delta",FALSE,-9,"ATL"
"9136","JetBlue",FALSE,-6,"HOU"
"9137","JetBlue",FALSE,-27,"BOS"
"9138","JetBlue",FALSE,-17,"CHS"
"9139","JetBlue",FALSE,-9,"MCO"
"9140","JetBlue",FALSE,-19,"LGB"
"9141","JetBlue",FALSE,-12,"ROC"
"9142","JetBlue",FALSE,6,"SJU"
"9143","JetBlue",FALSE,21,"JAX"
"9144","Delta",FALSE,-6,"BOS"
"9145","JetBlue",FALSE,-26,"TPA"
"9146","JetBlue",FALSE,-12,"BTV"
"9147","Delta",FALSE,-23,"SEA"
"9148","Delta",FALSE,2,"LAS"
"9149","JetBlue",TRUE,36,"MSY"
"9150","JetBlue",TRUE,39,"FLL"
"9151","JetBlue",FALSE,16,"RSW"
"9152","Delta",FALSE,6,"LAX"
"9153","JetBlue",FALSE,15,"MCO"
"9154","Delta",FALSE,5,"SJU"
"9155","Delta",FALSE,2,"ATL"
"9156","Delta",FALSE,-10,"SLC"
"9157","Delta",FALSE,-1,"MCO"
"9158","Delta",FALSE,-15,"FLL"
"9159","JetBlue",FALSE,-1,"ORD"
"9160","Delta",FALSE,-17,"BOS"
"9161","JetBlue",FALSE,7,"LAX"
"9162","Delta",FALSE,-11,"SFO"
"9163","Delta",FALSE,-14,"PDX"
"9164","JetBlue",FALSE,-4,"FLL"
"9165","JetBlue",FALSE,-13,"SFO"
"9166","JetBlue",FALSE,1,"MCO"
"9167","JetBlue",TRUE,35,"BUF"
"9168","JetBlue",FALSE,-8,"SAN"
"9169","Delta",FALSE,8,"AUS"
"9170","JetBlue",FALSE,-20,"OAK"
"9171","JetBlue",FALSE,-17,"BOS"
"9172","Delta",FALSE,26,"MIA"
"9173","JetBlue",FALSE,-15,"SYR"
"9174","JetBlue",FALSE,-1,"ROC"
"9175","JetBlue",FALSE,8,"CLT"
"9176","JetBlue",FALSE,-5,"RDU"
"9177","JetBlue",FALSE,-21,"BUR"
"9178","Delta",FALSE,-24,"LAX"
"9179","Delta",FALSE,-35,"MIA"
"9180","JetBlue",FALSE,-23,"BUF"
"9181","Delta",FALSE,-20,"DTW"
"9182","JetBlue",FALSE,-23,"LAS"
"9183","Delta",FALSE,-1,"SAN"
"9184","JetBlue",TRUE,59,"PBI"
"9185","JetBlue",FALSE,-32,"SJC"
"9186","Delta",FALSE,0,"TPA"
"9187","Delta",FALSE,-6,"SEA"
"9188","Delta",FALSE,-10,"PHX"
"9189","JetBlue",FALSE,-16,"MCO"
"9190","Delta",FALSE,-9,"ATL"
"9191","Delta",FALSE,4,"DEN"
"9192","Delta",FALSE,-35,"LAS"
"9193","Delta",FALSE,11,"MCO"
"9194","Delta",FALSE,-17,"SAT"
"9195","Delta",FALSE,-38,"SLC"
"9196","JetBlue",FALSE,-14,"TPA"
"9197","JetBlue",FALSE,-1,"SLC"
"9198","JetBlue",FALSE,-8,"PBI"
"9199","JetBlue",FALSE,-29,"ABQ"
"9200","Delta",FALSE,22,"SFO"
"9201","JetBlue",FALSE,-5,"BUF"
"9202","JetBlue",FALSE,-20,"PHX"
"9203","Delta",FALSE,-15,"FLL"
"9204","JetBlue",FALSE,24,"BOS"
"9205","JetBlue",FALSE,-26,"LAX"
"9206","Delta",FALSE,-16,"SJU"
"9207","JetBlue",FALSE,-12,"JAX"
"9208","JetBlue",FALSE,23,"PDX"
"9209","JetBlue",FALSE,-11,"DEN"
"9210","JetBlue",TRUE,49,"AUS"
"9211","JetBlue",FALSE,-7,"SJU"
"9212","JetBlue",FALSE,-17,"SYR"
"9213","JetBlue",FALSE,-17,"BTV"
"9214","JetBlue",FALSE,-3,"BUF"
"9215","JetBlue",FALSE,-6,"BOS"
"9216","JetBlue",FALSE,-3,"PWM"
"9217","JetBlue",FALSE,-5,"PSE"
"9218","JetBlue",FALSE,6,"SJU"
"9219","JetBlue",TRUE,33,"BQN"
"9220","JetBlue",FALSE,-9,"MCO"
"9221","JetBlue",FALSE,12,"SJU"
"9222","JetBlue",FALSE,-20,"FLL"
"9223","JetBlue",FALSE,0,"ORD"
"9224","JetBlue",FALSE,-14,"RSW"
"9225","JetBlue",FALSE,-12,"TPA"
"9226","JetBlue",FALSE,-26,"MSY"
"9227","Delta",FALSE,-16,"ATL"
"9228","Delta",FALSE,-37,"SJU"
"9229","JetBlue",FALSE,-12,"BOS"
"9230","JetBlue",FALSE,-14,"BUF"
"9231","JetBlue",FALSE,-37,"LAX"
"9232","Delta",FALSE,-20,"SFO"
"9233","JetBlue",FALSE,1,"SJU"
"9234","Delta",FALSE,-25,"LAX"
"9235","Delta",FALSE,-1,"LAX"
"9236","Delta",FALSE,-13,"SLC"
"9237","JetBlue",FALSE,-20,"JAX"
"9238","JetBlue",FALSE,-17,"RDU"
"9239","Delta",FALSE,-19,"SEA"
"9240","JetBlue",FALSE,-20,"SRQ"
"9241","Delta",FALSE,-18,"MCO"
"9242","JetBlue",FALSE,-16,"IAD"
"9243","Delta",FALSE,-25,"MIA"
"9244","JetBlue",FALSE,2,"CHS"
"9245","Delta",FALSE,-24,"TPA"
"9246","Delta",FALSE,-8,"SAN"
"9247","Delta",FALSE,-27,"FLL"
"9248","JetBlue",FALSE,-15,"MCO"
"9249","JetBlue",FALSE,-18,"HOU"
"9250","Delta",FALSE,-22,"LAS"
"9251","JetBlue",FALSE,-1,"CLT"
"9252","Delta",FALSE,-12,"ATL"
"9253","JetBlue",FALSE,-11,"TPA"
"9254","JetBlue",FALSE,-22,"AUS"
"9255","JetBlue",FALSE,-37,"SFO"
"9256","Delta",FALSE,-10,"BOS"
"9257","Delta",FALSE,-24,"SJU"
"9258","JetBlue",FALSE,-30,"PWM"
"9259","JetBlue",FALSE,-13,"SAN"
"9260","JetBlue",FALSE,-32,"FLL"
"9261","JetBlue",FALSE,-14,"ROC"
"9262","Delta",FALSE,-28,"SFO"
"9263","JetBlue",FALSE,-17,"BTV"
"9264","JetBlue",FALSE,-24,"PBI"
"9265","JetBlue",FALSE,-32,"LAX"
"9266","JetBlue",FALSE,13,"SJU"
"9267","JetBlue",FALSE,-15,"SYR"
"9268","JetBlue",FALSE,-3,"MCO"
"9269","JetBlue",FALSE,-15,"LAS"
"9270","JetBlue",FALSE,-9,"FLL"
"9271","Delta",FALSE,-23,"LAS"
"9272","JetBlue",FALSE,-7,"BUF"
"9273","Delta",FALSE,-18,"SLC"
"9274","JetBlue",FALSE,11,"TPA"
"9275","Delta",FALSE,-25,"MCO"
"9276","JetBlue",FALSE,-2,"LAX"
"9277","Delta",FALSE,-13,"BOS"
"9278","JetBlue",FALSE,-13,"SYR"
"9279","JetBlue",FALSE,-10,"RSW"
"9280","Delta",FALSE,-8,"LAX"
"9281","JetBlue",FALSE,-14,"BOS"
"9282","JetBlue",FALSE,-14,"MCO"
"9283","JetBlue",FALSE,17,"ROC"
"9284","Delta",FALSE,-28,"SFO"
"9285","Delta",FALSE,-5,"SLC"
"9286","JetBlue",FALSE,-14,"PWM"
"9287","JetBlue",FALSE,-19,"FLL"
"9288","Delta",FALSE,-22,"ATL"
"9289","JetBlue",FALSE,14,"BUF"
"9290","JetBlue",FALSE,-18,"BOS"
"9291","JetBlue",FALSE,-23,"LGB"
"9292","JetBlue",TRUE,134,"LAS"
"9293","JetBlue",FALSE,-6,"FLL"
"9294","JetBlue",FALSE,-15,"JAX"
"9295","JetBlue",FALSE,-27,"HOU"
"9296","JetBlue",FALSE,-29,"MSY"
"9297","JetBlue",FALSE,-16,"TPA"
"9298","JetBlue",FALSE,3,"ROC"
"9299","Delta",FALSE,-22,"BOS"
"9300","Delta",FALSE,-21,"SEA"
"9301","Delta",FALSE,-25,"LAS"
"9302","JetBlue",FALSE,0,"SJU"
"9303","JetBlue",FALSE,-9,"MCO"
"9304","Delta",FALSE,-13,"LAX"
"9305","Delta",FALSE,-8,"SJU"
"9306","Delta",FALSE,-9,"SLC"
"9307","Delta",FALSE,0,"ATL"
"9308","JetBlue",TRUE,95,"CHS"
"9309","JetBlue",FALSE,-2,"ORD"
"9310","Delta",FALSE,-4,"SFO"
"9311","Delta",FALSE,-6,"DTW"
"9312","Delta",FALSE,-8,"MCO"
"9313","Delta",FALSE,-13,"FLL"
"9314","Delta",FALSE,-20,"BOS"
"9315","JetBlue",FALSE,-9,"MCO"
"9316","Delta",FALSE,-7,"MIA"
"9317","JetBlue",FALSE,28,"RSW"
"9318","Delta",FALSE,-33,"PDX"
"9319","JetBlue",FALSE,-18,"LAX"
"9320","JetBlue",FALSE,-19,"SAN"
"9321","JetBlue",FALSE,-16,"BOS"
"9322","Delta",FALSE,-21,"AUS"
"9323","JetBlue",FALSE,-12,"BTV"
"9324","JetBlue",TRUE,36,"PBI"
"9325","JetBlue",FALSE,-42,"OAK"
"9326","JetBlue",FALSE,-11,"CLT"
"9327","JetBlue",FALSE,-7,"SFO"
"9328","JetBlue",TRUE,37,"BUF"
"9329","Delta",FALSE,-1,"LAX"
"9330","JetBlue",FALSE,-14,"BUR"
"9331","Delta",FALSE,-13,"SFO"
"9332","JetBlue",FALSE,-27,"PHX"
"9333","JetBlue",FALSE,-9,"IAD"
"9334","Delta",FALSE,-20,"LAS"
"9335","JetBlue",FALSE,-34,"LGB"
"9336","Delta",FALSE,-29,"LAX"
"9337","Delta",FALSE,-54,"MIA"
"9338","Delta",FALSE,-23,"DTW"
"9339","JetBlue",FALSE,-17,"FLL"
"9340","JetBlue",FALSE,-27,"MCO"
"9341","JetBlue",FALSE,-24,"BUF"
"9342","Delta",FALSE,-29,"SEA"
"9343","Delta",FALSE,-24,"TPA"
"9344","Delta",FALSE,4,"SAN"
"9345","JetBlue",FALSE,-10,"SJC"
"9346","JetBlue",FALSE,-25,"SEA"
"9347","Delta",FALSE,-21,"ATL"
"9348","JetBlue",FALSE,-10,"LAS"
"9349","JetBlue",TRUE,74,"RDU"
"9350","Delta",FALSE,-11,"PHX"
"9351","Delta",FALSE,-13,"DEN"
"9352","Delta",FALSE,-20,"MCO"
"9353","JetBlue",FALSE,-23,"SLC"
"9354","Delta",FALSE,2,"LAS"
"9355","Delta",FALSE,-30,"SAT"
"9356","JetBlue",FALSE,-31,"SMF"
"9357","Delta",FALSE,-23,"SLC"
"9358","JetBlue",FALSE,-33,"ABQ"
"9359","JetBlue",FALSE,-9,"FLL"
"9360","JetBlue",FALSE,9,"TPA"
"9361","JetBlue",FALSE,2,"MCO"
"9362","JetBlue",FALSE,-24,"PBI"
"9363","Delta",FALSE,-33,"FLL"
"9364","Delta",TRUE,50,"SFO"
"9365","JetBlue",FALSE,-12,"LAX"
"9366","Delta",FALSE,-14,"BOS"
"9367","JetBlue",FALSE,-28,"AUS"
"9368","Delta",FALSE,-18,"SJU"
"9369","JetBlue",TRUE,32,"SFO"
"9370","JetBlue",FALSE,-19,"JAX"
"9371","JetBlue",TRUE,61,"BOS"
"9372","Delta",FALSE,-6,"LAX"
"9373","JetBlue",TRUE,109,"SJU"
"9374","JetBlue",TRUE,36,"PDX"
"9375","JetBlue",FALSE,4,"MSY"
"9376","JetBlue",FALSE,-19,"DEN"
"9377","JetBlue",FALSE,-4,"BUF"
"9378","JetBlue",FALSE,-6,"MCO"
"9379","JetBlue",FALSE,-13,"BTV"
"9380","JetBlue",FALSE,-15,"PWM"
"9381","JetBlue",FALSE,-1,"ROC"
"9382","JetBlue",FALSE,-8,"SYR"
"9383","JetBlue",FALSE,7,"BUF"
"9384","JetBlue",FALSE,9,"BOS"
"9385","JetBlue",FALSE,-12,"SJU"
"9386","JetBlue",FALSE,-6,"PSE"
"9387","JetBlue",FALSE,-17,"MCO"
"9388","JetBlue",FALSE,5,"SJU"
"9389","JetBlue",FALSE,-20,"FLL"
"9390","JetBlue",FALSE,21,"ORD"
"9391","JetBlue",FALSE,-21,"RSW"
"9392","JetBlue",FALSE,-15,"TPA"
"9393","JetBlue",FALSE,-25,"MSY"
"9394","Delta",FALSE,-13,"ATL"
"9395","JetBlue",FALSE,-2,"BOS"
"9396","Delta",FALSE,-33,"SJU"
"9397","JetBlue",FALSE,-23,"BUF"
"9398","JetBlue",FALSE,9,"SJU"
"9399","Delta",FALSE,22,"LAX"
"9400","Delta",FALSE,-9,"SFO"
"9401","JetBlue",FALSE,29,"LAX"
"9402","Delta",FALSE,-2,"SLC"
"9403","JetBlue",FALSE,-15,"JAX"
"9404","JetBlue",FALSE,-23,"RDU"
"9405","Delta",FALSE,-13,"SEA"
"9406","JetBlue",FALSE,-26,"SRQ"
"9407","JetBlue",FALSE,-16,"IAD"
"9408","Delta",FALSE,-17,"MCO"
"9409","Delta",FALSE,-32,"MIA"
"9410","Delta",FALSE,-28,"FLL"
"9411","Delta",FALSE,-28,"TPA"
"9412","JetBlue",FALSE,-4,"CHS"
"9413","Delta",FALSE,1,"SAN"
"9414","JetBlue",FALSE,-30,"HOU"
"9415","JetBlue",FALSE,-24,"MCO"
"9416","Delta",FALSE,6,"LAS"
"9417","JetBlue",FALSE,-14,"CLT"
"9418","JetBlue",FALSE,-9,"TPA"
"9419","JetBlue",FALSE,-22,"AUS"
"9420","Delta",FALSE,-19,"SJU"
"9421","Delta",FALSE,-18,"BOS"
"9422","JetBlue",FALSE,-17,"SFO"
"9423","Delta",FALSE,-6,"LAX"
"9424","JetBlue",FALSE,-14,"PWM"
"9425","JetBlue",FALSE,-11,"SAN"
"9426","Delta",FALSE,-15,"SFO"
"9427","JetBlue",FALSE,-19,"PBI"
"9428","JetBlue",FALSE,-17,"BTV"
"9429","JetBlue",FALSE,-3,"ROC"
"9430","JetBlue",FALSE,0,"SJU"
"9431","JetBlue",FALSE,13,"FLL"
"9432","JetBlue",FALSE,27,"LAX"
"9433","JetBlue",FALSE,-5,"SYR"
"9434","JetBlue",FALSE,-7,"MCO"
"9435","JetBlue",FALSE,1,"LAS"
"9436","JetBlue",FALSE,-15,"FLL"
"9437","Delta",FALSE,10,"LAS"
"9438","JetBlue",FALSE,-6,"BOS"
"9439","JetBlue",FALSE,-16,"TPA"
"9440","JetBlue",FALSE,-11,"BUF"
"9441","Delta",FALSE,-14,"SLC"
"9442","Delta",FALSE,-22,"MCO"
"9443","JetBlue",FALSE,14,"LAX"
"9444","JetBlue",FALSE,5,"LAS"
"9445","Delta",FALSE,-21,"BOS"
"9446","JetBlue",FALSE,-2,"SYR"
"9447","JetBlue",FALSE,-19,"RSW"
"9448","Delta",FALSE,1,"LAX"
"9449","JetBlue",FALSE,-11,"ROC"
"9450","JetBlue",FALSE,-12,"MCO"
"9451","JetBlue",FALSE,-12,"BOS"
"9452","Delta",FALSE,-4,"SLC"
"9453","Delta",FALSE,2,"SFO"
"9454","JetBlue",FALSE,-13,"PWM"
"9455","Delta",FALSE,-13,"ATL"
"9456","JetBlue",FALSE,-23,"BOS"
"9457","JetBlue",FALSE,-14,"CHS"
"9458","JetBlue",TRUE,46,"LGB"
"9459","JetBlue",FALSE,-12,"ROC"
"9460","JetBlue",FALSE,-18,"JAX"
"9461","JetBlue",FALSE,-7,"FLL"
"9462","JetBlue",FALSE,-23,"HOU"
"9463","JetBlue",FALSE,-21,"MSY"
"9464","JetBlue",FALSE,-19,"TPA"
"9465","JetBlue",TRUE,81,"BUF"
"9466","JetBlue",FALSE,-10,"SJU"
"9467","Delta",FALSE,-19,"BOS"
"9468","Delta",FALSE,-14,"LAS"
"9469","Delta",FALSE,-35,"SEA"
"9470","JetBlue",FALSE,6,"MCO"
"9471","JetBlue",FALSE,-23,"RSW"
"9472","Delta",FALSE,16,"LAX"
"9473","Delta",FALSE,14,"ATL"
"9474","Delta",FALSE,12,"SLC"
"9475","Delta",FALSE,-17,"FLL"
"9476","Delta",FALSE,-5,"SFO"
"9477","Delta",FALSE,-1,"MCO"
"9478","JetBlue",FALSE,15,"ORD"
"9479","Delta",FALSE,23,"SJU"
"9480","JetBlue",FALSE,-7,"PBI"
"9481","JetBlue",FALSE,-2,"MCO"
"9482","Delta",FALSE,-6,"BOS"
"9483","Delta",FALSE,-21,"PDX"
"9484","JetBlue",FALSE,-3,"BUF"
"9485","Delta",FALSE,-24,"MIA"
"9486","JetBlue",TRUE,31,"LAX"
"9487","JetBlue",FALSE,6,"BOS"
"9488","Delta",FALSE,-25,"AUS"
"9489","Delta",FALSE,-4,"LAX"
"9490","JetBlue",FALSE,5,"BTV"
"9491","JetBlue",FALSE,14,"OAK"
"9492","JetBlue",FALSE,-13,"CLT"
"9493","JetBlue",FALSE,-11,"SFO"
"9494","JetBlue",FALSE,15,"BUR"
"9495","JetBlue",FALSE,22,"PHX"
"9496","Delta",FALSE,2,"LAS"
"9497","JetBlue",FALSE,7,"LGB"
"9498","Delta",FALSE,-51,"MIA"
"9499","Delta",TRUE,35,"LAX"
"9500","Delta",FALSE,-12,"SEA"
"9501","JetBlue",FALSE,-32,"FLL"
"9502","JetBlue",FALSE,-15,"MCO"
"9503","JetBlue",TRUE,112,"SAN"
"9504","JetBlue",FALSE,-10,"SJC"
"9505","JetBlue",FALSE,-10,"BUF"
"9506","Delta",FALSE,18,"SAN"
"9507","JetBlue",FALSE,-18,"SEA"
"9508","JetBlue",FALSE,2,"LAS"
"9509","Delta",FALSE,17,"PHX"
"9510","Delta",FALSE,-15,"SFO"
"9511","Delta",FALSE,-5,"ATL"
"9512","Delta",FALSE,-16,"TPA"
"9513","Delta",FALSE,10,"DEN"
"9514","Delta",FALSE,23,"DTW"
"9515","JetBlue",TRUE,68,"IAD"
"9516","Delta",FALSE,-27,"MCO"
"9517","Delta",FALSE,5,"LAS"
"9518","JetBlue",FALSE,4,"SLC"
"9519","Delta",FALSE,-21,"SAT"
"9520","JetBlue",FALSE,9,"SJU"
"9521","JetBlue",TRUE,105,"RDU"
"9522","JetBlue",FALSE,-26,"TPA"
"9523","JetBlue",FALSE,-14,"ABQ"
"9524","JetBlue",FALSE,-23,"FLL"
"9525","JetBlue",FALSE,-16,"MCO"
"9526","JetBlue",FALSE,-16,"BOS"
"9527","Delta",FALSE,28,"SLC"
"9528","JetBlue",FALSE,-4,"PBI"
"9529","Delta",FALSE,-36,"FLL"
"9530","JetBlue",FALSE,-2,"SFO"
"9531","JetBlue",FALSE,-25,"PDX"
"9532","JetBlue",FALSE,27,"LAX"
"9533","JetBlue",FALSE,-4,"AUS"
"9534","Delta",FALSE,-16,"BOS"
"9535","Delta",FALSE,19,"LAX"
"9536","JetBlue",FALSE,-14,"MSY"
"9537","Delta",FALSE,6,"SJU"
"9538","JetBlue",FALSE,-13,"JAX"
"9539","JetBlue",FALSE,2,"DEN"
"9540","JetBlue",FALSE,-24,"MCO"
"9541","JetBlue",FALSE,28,"BUF"
"9542","JetBlue",FALSE,-6,"PWM"
"9543","JetBlue",FALSE,-10,"BTV"
"9544","JetBlue",FALSE,-17,"ROC"
"9545","JetBlue",FALSE,0,"SYR"
"9546","JetBlue",FALSE,5,"BUF"
"9547","JetBlue",FALSE,-12,"BOS"
"9548","JetBlue",FALSE,14,"PSE"
"9549","JetBlue",FALSE,23,"SJU"
"9550","JetBlue",FALSE,12,"BQN"
"9551","JetBlue",FALSE,-11,"MCO"
"9552","JetBlue",FALSE,8,"SJU"
"9553","JetBlue",FALSE,-20,"FLL"
"9554","JetBlue",FALSE,-1,"ORD"
"9555","JetBlue",FALSE,-22,"RSW"
"9556","Delta",FALSE,-17,"ATL"
"9557","JetBlue",FALSE,-17,"MSY"
"9558","Delta",FALSE,-23,"SJU"
"9559","JetBlue",FALSE,-10,"BOS"
"9560","JetBlue",FALSE,-16,"BUF"
"9561","JetBlue",FALSE,12,"LAX"
"9562","Delta",FALSE,-10,"LAX"
"9563","JetBlue",FALSE,13,"SJU"
"9564","Delta",FALSE,5,"SLC"
"9565","Delta",FALSE,3,"SFO"
"9566","JetBlue",FALSE,-21,"JAX"
"9567","JetBlue",FALSE,-21,"RDU"
"9568","Delta",FALSE,-36,"SEA"
"9569","JetBlue",FALSE,-36,"SRQ"
"9570","Delta",FALSE,-44,"MIA"
"9571","Delta",FALSE,-20,"MCO"
"9572","JetBlue",FALSE,-11,"CHS"
"9573","JetBlue",FALSE,-7,"IAD"
"9574","Delta",FALSE,-35,"FLL"
"9575","Delta",FALSE,-40,"TPA"
"9576","JetBlue",FALSE,-33,"HOU"
"9577","JetBlue",FALSE,-19,"MCO"
"9578","Delta",TRUE,39,"SAN"
"9579","Delta",FALSE,14,"LAS"
"9580","JetBlue",FALSE,-19,"CLT"
"9581","Delta",FALSE,-24,"ATL"
"9582","Delta",FALSE,-17,"ATL"
"9583","JetBlue",FALSE,-32,"TPA"
"9584","JetBlue",FALSE,-20,"AUS"
"9585","Delta",FALSE,-25,"BOS"
"9586","JetBlue",FALSE,-16,"PWM"
"9587","Delta",FALSE,-7,"SFO"
"9588","Delta",FALSE,-19,"SJU"
"9589","JetBlue",FALSE,-39,"FLL"
"9590","Delta",FALSE,5,"LAX"
"9591","JetBlue",FALSE,-15,"ROC"
"9592","JetBlue",FALSE,23,"SAN"
"9593","JetBlue",FALSE,-36,"PBI"
"9594","JetBlue",FALSE,-12,"BTV"
"9595","JetBlue",FALSE,16,"SFO"
"9596","JetBlue",FALSE,21,"LAX"
"9597","JetBlue",FALSE,-17,"SYR"
"9598","JetBlue",TRUE,34,"SJU"
"9599","JetBlue",FALSE,2,"MCO"
"9600","JetBlue",FALSE,22,"LAS"
"9601","JetBlue",FALSE,-33,"FLL"
"9602","JetBlue",FALSE,-16,"BOS"
"9603","Delta",FALSE,10,"LAS"
"9604","JetBlue",FALSE,-16,"TPA"
"9605","JetBlue",FALSE,-6,"BUF"
"9606","Delta",FALSE,-37,"MCO"
"9607","Delta",TRUE,38,"SLC"
"9608","JetBlue",TRUE,42,"LAX"
"9609","Delta",FALSE,-1,"LAX"
"9610","JetBlue",FALSE,9,"LAS"
"9611","Delta",FALSE,-22,"BOS"
"9612","JetBlue",FALSE,-10,"RSW"
"9613","JetBlue",FALSE,-14,"ROC"
"9614","JetBlue",FALSE,-29,"MCO"
"9615","JetBlue",FALSE,-13,"BOS"
"9616","Delta",FALSE,9,"SLC"
"9617","Delta",FALSE,-4,"SFO"
"9618","JetBlue",TRUE,80,"SYR"
"9619","JetBlue",FALSE,7,"PWM"
"9620","Delta",FALSE,-2,"ATL"
"9621","JetBlue",FALSE,1,"BUF"
"9622","JetBlue",FALSE,-5,"FLL"
"9623","JetBlue",FALSE,-5,"BOS"
"9624","JetBlue",FALSE,3,"LGB"
"9625","JetBlue",FALSE,-11,"CHS"
"9626","JetBlue",FALSE,-29,"JAX"
"9627","JetBlue",FALSE,-35,"FLL"
"9628","JetBlue",FALSE,-22,"HOU"
"9629","JetBlue",FALSE,-15,"ROC"
"9630","JetBlue",FALSE,-17,"MSY"
"9631","JetBlue",FALSE,-27,"TPA"
"9632","Delta",FALSE,-16,"BOS"
"9633","Delta",FALSE,13,"LAS"
"9634","JetBlue",FALSE,-6,"SJU"
"9635","Delta",FALSE,-35,"SEA"
"9636","JetBlue",FALSE,-21,"MCO"
"9637","Delta",FALSE,6,"LAX"
"9638","Delta",FALSE,-22,"ATL"
"9639","Delta",FALSE,-11,"SJU"
"9640","Delta",FALSE,15,"SLC"
"9641","JetBlue",FALSE,0,"ORD"
"9642","Delta",FALSE,5,"SFO"
"9643","Delta",FALSE,-39,"FLL"
"9644","Delta",FALSE,-18,"MCO"
"9645","JetBlue",FALSE,-11,"PBI"
"9646","Delta",FALSE,-30,"BOS"
"9647","JetBlue",FALSE,-19,"MCO"
"9648","Delta",FALSE,-39,"MIA"
"9649","Delta",FALSE,-51,"PDX"
"9650","JetBlue",FALSE,21,"LAX"
"9651","JetBlue",FALSE,29,"RSW"
"9652","JetBlue",FALSE,-1,"BUF"
"9653","JetBlue",FALSE,-16,"BOS"
"9654","JetBlue",FALSE,18,"SAN"
"9655","Delta",FALSE,-13,"AUS"
"9656","Delta",FALSE,11,"LAX"
"9657","JetBlue",FALSE,-15,"CLT"
"9658","JetBlue",FALSE,-5,"BTV"
"9659","JetBlue",FALSE,-19,"SFO"
"9660","JetBlue",FALSE,-28,"RDU"
"9661","JetBlue",FALSE,4,"BUR"
"9662","JetBlue",FALSE,14,"PHX"
"9663","JetBlue",FALSE,-7,"IAD"
"9664","Delta",FALSE,15,"LAS"
"9665","Delta",FALSE,1,"LAX"
"9666","Delta",FALSE,-54,"MIA"
"9667","Delta",FALSE,-59,"SEA"
"9668","JetBlue",FALSE,-40,"MCO"
"9669","Delta",FALSE,-11,"DTW"
"9670","JetBlue",FALSE,4,"SJC"
"9671","JetBlue",FALSE,-35,"FLL"
"9672","Delta",FALSE,-44,"TPA"
"9673","JetBlue",FALSE,-17,"BUF"
"9674","Delta",TRUE,34,"SAN"
"9675","JetBlue",FALSE,-38,"SEA"
"9676","Delta",FALSE,-3,"DEN"
"9677","Delta",FALSE,20,"PHX"
"9678","Delta",FALSE,5,"ATL"
"9679","JetBlue",FALSE,0,"LAS"
"9680","Delta",FALSE,-12,"SFO"
"9681","Delta",FALSE,-36,"MCO"
"9682","Delta",FALSE,16,"LAS"
"9683","Delta",FALSE,-28,"SAT"
"9684","Delta",FALSE,-6,"SLC"
"9685","JetBlue",FALSE,-17,"SJU"
"9686","JetBlue",FALSE,-28,"TPA"
"9687","JetBlue",FALSE,29,"SLC"
"9688","JetBlue",FALSE,-38,"MCO"
"9689","JetBlue",FALSE,-26,"FLL"
"9690","JetBlue",FALSE,-12,"ABQ"
"9691","JetBlue",FALSE,-17,"BOS"
"9692","JetBlue",FALSE,-37,"PBI"
"9693","Delta",FALSE,-52,"FLL"
"9694","JetBlue",FALSE,-7,"AUS"
"9695","JetBlue",FALSE,20,"LAX"
"9696","Delta",FALSE,-18,"BOS"
"9697","Delta",FALSE,-29,"SJU"
"9698","Delta",FALSE,9,"LAX"
"9699","JetBlue",FALSE,-11,"JAX"
"9700","JetBlue",FALSE,-19,"PWM"
"9701","JetBlue",TRUE,87,"PDX"
"9702","JetBlue",FALSE,0,"BTV"
"9703","JetBlue",FALSE,-2,"ROC"
"9704","JetBlue",FALSE,3,"SYR"
"9705","JetBlue",FALSE,20,"BUF"
"9706","JetBlue",FALSE,19,"BOS"
"9707","JetBlue",FALSE,-11,"PSE"
"9708","JetBlue",FALSE,-14,"SJU"
"9709","JetBlue",FALSE,-12,"BQN"
"9710","JetBlue",FALSE,-18,"SJU"
"9711","JetBlue",FALSE,-25,"MCO"
"9712","JetBlue",FALSE,-32,"FLL"
"9713","JetBlue",FALSE,-21,"RSW"
"9714","JetBlue",FALSE,-7,"ORD"
"9715","Delta",FALSE,-11,"ATL"
"9716","JetBlue",FALSE,-24,"MSY"
"9717","JetBlue",FALSE,-10,"BOS"
"9718","Delta",FALSE,-52,"SJU"
"9719","Delta",FALSE,-16,"SFO"
"9720","JetBlue",FALSE,-32,"SJU"
"9721","JetBlue",FALSE,-9,"LAX"
"9722","Delta",FALSE,-21,"LAX"
"9723","JetBlue",FALSE,-14,"BUF"
"9724","Delta",FALSE,-16,"SLC"
"9725","JetBlue",FALSE,-26,"JAX"
"9726","Delta",FALSE,-26,"SEA"
"9727","JetBlue",FALSE,-21,"RDU"
"9728","JetBlue",FALSE,-28,"SRQ"
"9729","JetBlue",FALSE,-19,"IAD"
"9730","JetBlue",FALSE,-16,"CHS"
"9731","Delta",FALSE,-28,"MIA"
"9732","Delta",FALSE,-24,"MCO"
"9733","Delta",FALSE,-39,"FLL"
"9734","Delta",FALSE,-21,"TPA"
"9735","Delta",FALSE,0,"SAN"
