"","carrier","delayed30","delay","destination"
"18123","JetBlue",FALSE,27,"PBI"
"18124","JetBlue",TRUE,81,"BUF"
"18125","American",FALSE,9,"LAX"
"18126","JetBlue",FALSE,-8,"MCO"
"18127","JetBlue",FALSE,-5,"JAX"
"18128","JetBlue",FALSE,0,"SEA"
"18129","JetBlue",FALSE,7,"TPA"
"18130","JetBlue",FALSE,12,"BOS"
"18131","JetBlue",FALSE,-24,"MCO"
"18132","American",FALSE,-4,"MCO"
"18133","JetBlue",FALSE,-4,"PBI"
"18134","JetBlue",FALSE,-18,"SYR"
"18135","JetBlue",FALSE,-15,"BUF"
"18136","American",FALSE,-15,"MIA"
"18137","JetBlue",FALSE,6,"MSY"
"18138","American",FALSE,-16,"FLL"
"18139","American",FALSE,6,"SFO"
"18140","American",FALSE,-22,"LAX"
"18141","American",FALSE,-12,"SJU"
"18142","JetBlue",FALSE,-13,"ORD"
"18143","American",FALSE,-33,"DFW"
"18144","JetBlue",FALSE,-12,"MCO"
"18145","JetBlue",FALSE,-15,"SJU"
"18146","JetBlue",TRUE,70,"SRQ"
"18147","JetBlue",FALSE,-12,"LAX"
"18148","JetBlue",FALSE,-14,"RSW"
"18149","American",FALSE,-22,"LAX"
"18150","American",FALSE,-39,"BOS"
"18151","JetBlue",FALSE,-15,"BUR"
"18152","JetBlue",FALSE,2,"SAN"
"18153","JetBlue",FALSE,-29,"PBI"
"18154","American",FALSE,-12,"EGE"
"18155","American",FALSE,-10,"AUS"
"18156","JetBlue",FALSE,-5,"FLL"
"18157","American",FALSE,22,"LAS"
"18158","American",FALSE,-11,"SAN"
"18159","JetBlue",FALSE,-14,"BTV"
"18160","American",FALSE,-13,"MIA"
"18161","American",FALSE,-15,"ORD"
"18162","JetBlue",TRUE,38,"CLT"
"18163","JetBlue",TRUE,102,"PIT"
"18164","JetBlue",FALSE,-7,"RDU"
"18165","JetBlue",FALSE,0,"FLL"
"18166","JetBlue",FALSE,-29,"LAS"
"18167","JetBlue",FALSE,-6,"MCO"
"18168","JetBlue",FALSE,-25,"BUF"
"18169","American",FALSE,-12,"SEA"
"18170","American",FALSE,-18,"SJU"
"18171","JetBlue",FALSE,-24,"PHX"
"18172","JetBlue",FALSE,-24,"SLC"
"18173","JetBlue",FALSE,-26,"MCO"
"18174","American",FALSE,-19,"LAX"
"18175","American",FALSE,-19,"TPA"
"18176","JetBlue",FALSE,-11,"SFO"
"18177","JetBlue",FALSE,-12,"FLL"
"18178","American",FALSE,-20,"BOS"
"18179","JetBlue",FALSE,-18,"MSY"
"18180","JetBlue",FALSE,26,"LAX"
"18181","JetBlue",FALSE,3,"HOU"
"18182","American",FALSE,-18,"LAX"
"18183","JetBlue",FALSE,23,"FLL"
"18184","JetBlue",FALSE,7,"BUF"
"18185","JetBlue",FALSE,-1,"BTV"
"18186","JetBlue",FALSE,0,"ROC"
"18187","JetBlue",FALSE,2,"BUF"
"18188","JetBlue",FALSE,7,"BOS"
"18189","JetBlue",FALSE,16,"SYR"
"18190","JetBlue",TRUE,50,"PWM"
"18191","JetBlue",FALSE,30,"BQN"
"18192","JetBlue",FALSE,21,"BQN"
"18193","American",TRUE,37,"MIA"
"18194","JetBlue",TRUE,32,"BQN"
"18195","JetBlue",FALSE,23,"RSW"
"18196","JetBlue",FALSE,17,"FLL"
"18197","JetBlue",TRUE,61,"PBI"
"18198","JetBlue",TRUE,53,"MCO"
"18199","JetBlue",FALSE,17,"ORD"
"18200","American",FALSE,8,"SJU"
"18201","JetBlue",FALSE,-10,"TPA"
"18202","JetBlue",TRUE,95,"SJU"
"18203","JetBlue",FALSE,3,"MSY"
"18204","JetBlue",FALSE,21,"LAX"
"18205","JetBlue",FALSE,2,"LAS"
"18206","American",FALSE,6,"MCO"
"18207","JetBlue",FALSE,-6,"FLL"
"18208","JetBlue",FALSE,9,"SJU"
"18209","American",FALSE,-1,"FLL"
"18210","JetBlue",FALSE,12,"SRQ"
"18211","American",TRUE,35,"SFO"
"18212","JetBlue",FALSE,19,"SYR"
"18213","JetBlue",FALSE,1,"SFO"
"18214","American",TRUE,42,"LAX"
"18215","JetBlue",FALSE,-14,"FLL"
"18216","American",FALSE,28,"STT"
"18217","JetBlue",FALSE,-12,"PIT"
"18218","JetBlue",TRUE,44,"SJU"
"18219","American",FALSE,16,"BOS"
"18220","JetBlue",FALSE,-1,"JAX"
"18221","JetBlue",TRUE,78,"IAD"
"18222","JetBlue",TRUE,36,"CLT"
"18223","JetBlue",TRUE,144,"BUF"
"18224","American",TRUE,31,"SJU"
"18225","American",TRUE,85,"MIA"
"18226","JetBlue",FALSE,-11,"AUS"
"18227","American",FALSE,23,"LAX"
"18228","JetBlue",TRUE,33,"ROC"
"18229","JetBlue",TRUE,83,"SAN"
"18230","JetBlue",TRUE,38,"BTV"
"18231","JetBlue",TRUE,33,"RDU"
"18232","JetBlue",FALSE,19,"FLL"
"18233","American",FALSE,15,"MIA"
"18234","JetBlue",FALSE,7,"BOS"
"18235","JetBlue",TRUE,46,"TPA"
"18236","JetBlue",FALSE,12,"BUF"
"18237","JetBlue",FALSE,4,"MCO"
"18238","JetBlue",FALSE,2,"PWM"
"18239","JetBlue",FALSE,24,"LAS"
"18240","American",FALSE,5,"LAX"
"18241","JetBlue",FALSE,11,"SFO"
"18242","American",FALSE,16,"SFO"
"18243","JetBlue",FALSE,2,"MSY"
"18244","JetBlue",FALSE,8,"MCO"
"18245","JetBlue",FALSE,9,"BTV"
"18246","JetBlue",FALSE,9,"RSW"
"18247","JetBlue",FALSE,21,"LAX"
"18248","American",FALSE,7,"LAX"
"18249","JetBlue",FALSE,25,"LGB"
"18250","JetBlue",FALSE,7,"SYR"
"18251","JetBlue",FALSE,0,"BUF"
"18252","American",FALSE,-20,"MIA"
"18253","American",FALSE,-17,"BOS"
"18254","JetBlue",FALSE,0,"BOS"
"18255","JetBlue",FALSE,15,"PBI"
"18256","JetBlue",FALSE,19,"ROC"
"18257","JetBlue",FALSE,-16,"PWM"
"18258","American",FALSE,-7,"LAX"
"18259","JetBlue",FALSE,5,"SEA"
"18260","JetBlue",FALSE,-4,"TPA"
"18261","JetBlue",FALSE,24,"MCO"
"18262","JetBlue",TRUE,58,"FLL"
"18263","JetBlue",FALSE,21,"JAX"
"18264","JetBlue",TRUE,72,"SJU"
"18265","JetBlue",FALSE,-23,"SRQ"
"18266","JetBlue",FALSE,13,"BOS"
"18267","American",FALSE,-28,"MCO"
"18268","JetBlue",FALSE,-16,"BUF"
"18269","American",FALSE,-10,"MIA"
"18270","JetBlue",FALSE,5,"PBI"
"18271","American",FALSE,-17,"FLL"
"18272","American",FALSE,-22,"SFO"
"18273","JetBlue",FALSE,24,"MCO"
"18274","JetBlue",TRUE,202,"HOU"
"18275","JetBlue",TRUE,34,"MSY"
"18276","American",FALSE,-19,"SJU"
"18277","American",FALSE,-5,"DFW"
"18278","JetBlue",FALSE,-24,"MCO"
"18279","JetBlue",FALSE,2,"ORD"
"18280","JetBlue",TRUE,62,"SYR"
"18281","JetBlue",FALSE,5,"LAX"
"18282","American",FALSE,-18,"LAX"
"18283","American",TRUE,44,"LAX"
"18284","American",FALSE,-28,"BOS"
"18285","JetBlue",FALSE,2,"CLT"
"18286","JetBlue",TRUE,40,"SJU"
"18287","American",FALSE,-8,"LAS"
"18288","JetBlue",FALSE,29,"BUR"
"18289","American",FALSE,-8,"EGE"
"18290","American",FALSE,-2,"AUS"
"18291","JetBlue",FALSE,11,"RSW"
"18292","American",FALSE,-27,"ORD"
"18293","JetBlue",TRUE,59,"PIT"
"18294","JetBlue",FALSE,-10,"PBI"
"18295","American",FALSE,-7,"SAN"
"18296","American",FALSE,-8,"MIA"
"18297","JetBlue",FALSE,-28,"BTV"
"18298","JetBlue",FALSE,30,"SAN"
"18299","JetBlue",FALSE,-24,"RDU"
"18300","JetBlue",FALSE,-2,"FLL"
"18301","JetBlue",FALSE,17,"ROC"
"18302","American",FALSE,-25,"SFO"
"18303","JetBlue",FALSE,-35,"MCO"
"18304","JetBlue",FALSE,-27,"FLL"
"18305","JetBlue",FALSE,-9,"BOS"
"18306","JetBlue",FALSE,-4,"LGB"
"18307","JetBlue",FALSE,2,"IAD"
"18308","JetBlue",FALSE,-16,"LAS"
"18309","JetBlue",FALSE,2,"SJC"
"18310","American",FALSE,-25,"SEA"
"18311","JetBlue",FALSE,-18,"BUF"
"18312","American",FALSE,11,"SJU"
"18313","American",FALSE,-24,"LAX"
"18314","JetBlue",FALSE,-11,"SLC"
"18315","JetBlue",FALSE,-22,"OAK"
"18316","JetBlue",FALSE,29,"PHX"
"18317","JetBlue",FALSE,16,"SMF"
"18318","JetBlue",FALSE,-4,"MCO"
"18319","JetBlue",FALSE,-27,"TPA"
"18320","JetBlue",FALSE,1,"FLL"
"18321","American",FALSE,-12,"BOS"
"18322","American",FALSE,18,"TPA"
"18323","JetBlue",FALSE,-16,"AUS"
"18324","JetBlue",FALSE,0,"SFO"
"18325","JetBlue",FALSE,-8,"HOU"
"18326","JetBlue",FALSE,-9,"PDX"
"18327","JetBlue",FALSE,18,"MSY"
"18328","JetBlue",FALSE,5,"BOS"
"18329","JetBlue",FALSE,-15,"DEN"
"18330","JetBlue",FALSE,-18,"FLL"
"18331","JetBlue",FALSE,-15,"SYR"
"18332","JetBlue",FALSE,5,"BUF"
"18333","American",FALSE,7,"LAX"
"18334","JetBlue",FALSE,-2,"BTV"
"18335","JetBlue",FALSE,-7,"BUF"
"18336","JetBlue",FALSE,16,"ROC"
"18337","JetBlue",FALSE,14,"PWM"
"18338","JetBlue",FALSE,25,"BOS"
"18339","JetBlue",FALSE,-18,"PSE"
"18340","American",FALSE,-25,"MIA"
"18341","JetBlue",FALSE,-6,"BQN"
"18342","JetBlue",FALSE,6,"RSW"
"18343","JetBlue",FALSE,-13,"FLL"
"18344","JetBlue",FALSE,-14,"PBI"
"18345","JetBlue",FALSE,-12,"SJU"
"18346","JetBlue",FALSE,-6,"MCO"
"18347","American",FALSE,-17,"SJU"
"18348","JetBlue",FALSE,-12,"BOS"
"18349","JetBlue",FALSE,5,"ORD"
"18350","JetBlue",FALSE,-1,"TPA"
"18351","JetBlue",FALSE,8,"MSY"
"18352","American",FALSE,7,"MCO"
"18353","JetBlue",FALSE,10,"LAS"
"18354","JetBlue",TRUE,33,"BUF"
"18355","JetBlue",FALSE,7,"LAX"
"18356","JetBlue",FALSE,17,"FLL"
"18357","American",FALSE,1,"FLL"
"18358","American",FALSE,-15,"MIA"
"18359","JetBlue",FALSE,5,"IAD"
"18360","American",FALSE,-32,"LAX"
"18361","JetBlue",FALSE,6,"SJU"
"18362","JetBlue",FALSE,-6,"SRQ"
"18363","JetBlue",FALSE,-6,"SFO"
"18364","American",TRUE,49,"SFO"
"18365","JetBlue",FALSE,-1,"SYR"
"18366","JetBlue",FALSE,-7,"CLT"
"18367","American",FALSE,-34,"STT"
"18368","JetBlue",FALSE,17,"MSY"
"18369","JetBlue",FALSE,-8,"FLL"
"18370","American",FALSE,-10,"BOS"
"18371","JetBlue",TRUE,31,"PIT"
"18372","JetBlue",FALSE,-1,"JAX"
"18373","JetBlue",FALSE,3,"SAN"
"18374","JetBlue",FALSE,4,"SJU"
"18375","American",FALSE,8,"SJU"
"18376","JetBlue",FALSE,8,"TPA"
"18377","American",TRUE,31,"LAX"
"18378","JetBlue",FALSE,2,"AUS"
"18379","American",FALSE,9,"MIA"
"18380","JetBlue",FALSE,-3,"BTV"
"18381","JetBlue",FALSE,1,"RDU"
"18382","JetBlue",FALSE,7,"ROC"
"18383","JetBlue",FALSE,10,"FLL"
"18384","JetBlue",FALSE,4,"BOS"
"18385","JetBlue",FALSE,1,"BUF"
"18386","JetBlue",FALSE,-7,"MCO"
"18387","JetBlue",FALSE,-12,"PWM"
"18388","JetBlue",FALSE,-13,"LAS"
"18389","American",FALSE,-24,"LAX"
"18390","JetBlue",FALSE,-2,"MCO"
"18391","JetBlue",FALSE,14,"MSY"
"18392","American",TRUE,45,"SFO"
"18393","JetBlue",TRUE,59,"SFO"
"18394","JetBlue",FALSE,8,"LAX"
"18395","JetBlue",FALSE,18,"RSW"
"18396","JetBlue",FALSE,17,"HOU"
"18397","American",FALSE,-1,"LAX"
"18398","JetBlue",TRUE,44,"BTV"
"18399","JetBlue",FALSE,-7,"SYR"
"18400","JetBlue",FALSE,6,"LGB"
"18401","American",FALSE,-18,"BOS"
"18402","JetBlue",FALSE,-8,"BOS"
"18403","JetBlue",FALSE,-9,"PBI"
"18404","JetBlue",FALSE,-7,"ROC"
"18405","JetBlue",TRUE,41,"BUF"
"18406","JetBlue",FALSE,18,"FLL"
"18407","American",TRUE,42,"MIA"
"18408","JetBlue",FALSE,5,"SJU"
"18409","JetBlue",FALSE,-18,"PWM"
"18410","American",FALSE,-8,"LAX"
"18411","JetBlue",FALSE,-3,"MCO"
"18412","JetBlue",FALSE,-7,"TPA"
"18413","JetBlue",FALSE,-3,"SRQ"
"18414","JetBlue",FALSE,-16,"BUF"
"18415","JetBlue",TRUE,84,"SEA"
"18416","American",FALSE,-4,"MCO"
"18417","JetBlue",FALSE,9,"PBI"
"18418","American",FALSE,-4,"MIA"
"18419","JetBlue",FALSE,15,"MSY"
"18420","JetBlue",FALSE,21,"MCO"
"18421","JetBlue",FALSE,7,"SYR"
"18422","American",FALSE,-16,"FLL"
"18423","American",FALSE,12,"LAX"
"18424","JetBlue",TRUE,134,"JAX"
"18425","American",FALSE,0,"SJU"
"18426","American",TRUE,34,"SFO"
"18427","American",FALSE,-3,"DFW"
"18428","JetBlue",FALSE,15,"MCO"
"18429","JetBlue",FALSE,28,"PIT"
"18430","JetBlue",FALSE,16,"SJU"
"18431","JetBlue",FALSE,-6,"LAX"
"18432","JetBlue",TRUE,40,"ORD"
"18433","American",FALSE,-32,"LAX"
"18434","JetBlue",FALSE,-2,"RSW"
"18435","American",FALSE,-25,"BOS"
"18436","JetBlue",FALSE,-18,"BUR"
"18437","JetBlue",FALSE,-31,"SAN"
"18438","American",FALSE,-1,"EGE"
"18439","American",FALSE,-6,"LAS"
"18440","JetBlue",FALSE,-7,"ROC"
"18441","JetBlue",FALSE,-3,"FLL"
"18442","JetBlue",FALSE,-1,"PBI"
"18443","American",FALSE,12,"AUS"
"18444","JetBlue",TRUE,155,"BOS"
"18445","American",FALSE,14,"ORD"
"18446","American",FALSE,-21,"SAN"
"18447","American",FALSE,15,"MIA"
"18448","JetBlue",TRUE,56,"CLT"
"18449","JetBlue",FALSE,3,"RDU"
"18450","JetBlue",FALSE,3,"FLL"
"18451","JetBlue",FALSE,-8,"BOS"
"18452","JetBlue",FALSE,-24,"SJC"
"18453","JetBlue",FALSE,-19,"LGB"
"18454","JetBlue",FALSE,12,"IAD"
"18455","JetBlue",FALSE,-10,"LAS"
"18456","American",FALSE,-20,"SEA"
"18457","JetBlue",TRUE,46,"BTV"
"18458","American",TRUE,36,"SFO"
"18459","American",FALSE,-5,"SJU"
"18460","JetBlue",FALSE,11,"BUF"
"18461","American",FALSE,-34,"LAX"
"18462","JetBlue",FALSE,0,"MCO"
"18463","JetBlue",TRUE,90,"MCO"
"18464","JetBlue",FALSE,17,"SMF"
"18465","American",FALSE,4,"TPA"
"18466","JetBlue",FALSE,3,"PHX"
"18467","JetBlue",FALSE,-10,"OAK"
"18468","JetBlue",FALSE,-18,"SFO"
"18469","JetBlue",FALSE,-5,"FLL"
"18470","JetBlue",FALSE,-2,"TPA"
"18471","American",FALSE,-18,"BOS"
"18472","JetBlue",TRUE,55,"SLC"
"18473","JetBlue",FALSE,9,"PDX"
"18474","JetBlue",FALSE,-13,"HOU"
"18475","JetBlue",FALSE,-7,"LAX"
"18476","JetBlue",FALSE,-3,"BOS"
"18477","JetBlue",FALSE,27,"MSY"
"18478","JetBlue",FALSE,22,"AUS"
"18479","JetBlue",FALSE,-7,"DEN"
"18480","JetBlue",FALSE,3,"FLL"
"18481","JetBlue",FALSE,-10,"BUF"
"18482","American",FALSE,-3,"LAX"
"18483","JetBlue",FALSE,-13,"BUF"
"18484","JetBlue",FALSE,-11,"BTV"
"18485","JetBlue",FALSE,-15,"PWM"
"18486","JetBlue",FALSE,1,"SYR"
"18487","JetBlue",FALSE,4,"BOS"
"18488","JetBlue",FALSE,27,"ROC"
"18489","JetBlue",FALSE,-13,"BQN"
"18490","JetBlue",FALSE,-16,"PSE"
"18491","JetBlue",FALSE,20,"BQN"
"18492","American",FALSE,10,"MIA"
"18493","JetBlue",FALSE,17,"RSW"
"18494","JetBlue",FALSE,13,"FLL"
"18495","JetBlue",FALSE,16,"PBI"
"18496","JetBlue",FALSE,16,"MCO"
"18497","American",FALSE,3,"SJU"
"18498","JetBlue",FALSE,20,"SJU"
"18499","JetBlue",FALSE,29,"ORD"
"18500","JetBlue",FALSE,6,"BOS"
"18501","JetBlue",FALSE,9,"BUF"
"18502","JetBlue",FALSE,7,"MSY"
"18503","JetBlue",FALSE,2,"LAS"
"18504","American",FALSE,-6,"MCO"
"18505","JetBlue",FALSE,-20,"LAX"
"18506","JetBlue",FALSE,5,"FLL"
"18507","JetBlue",FALSE,7,"SJU"
"18508","American",FALSE,-3,"FLL"
"18509","American",FALSE,0,"MIA"
"18510","JetBlue",FALSE,9,"IAD"
"18511","American",FALSE,-23,"LAX"
"18512","JetBlue",FALSE,-2,"SRQ"
"18513","American",FALSE,8,"SFO"
"18514","JetBlue",FALSE,5,"SYR"
"18515","JetBlue",FALSE,14,"FLL"
"18516","American",FALSE,-11,"BOS"
"18517","JetBlue",FALSE,8,"PIT"
"18518","JetBlue",FALSE,5,"SJU"
"18519","JetBlue",FALSE,10,"SAN"
"18520","JetBlue",FALSE,1,"JAX"
"18521","American",FALSE,5,"STT"
"18522","American",FALSE,-18,"SJU"
"18523","JetBlue",FALSE,2,"TPA"
"18524","American",FALSE,-8,"LAX"
"18525","American",FALSE,-15,"MIA"
"18526","JetBlue",TRUE,50,"CLT"
"18527","JetBlue",FALSE,-11,"AUS"
"18528","JetBlue",FALSE,2,"RDU"
"18529","JetBlue",FALSE,-11,"FLL"
"18530","JetBlue",FALSE,-1,"BTV"
"18531","JetBlue",FALSE,2,"ROC"
"18532","JetBlue",FALSE,-9,"BOS"
"18533","JetBlue",FALSE,10,"BUF"
"18534","JetBlue",FALSE,-12,"MCO"
"18535","JetBlue",FALSE,-4,"PWM"
"18536","JetBlue",FALSE,4,"LAS"
"18537","American",FALSE,-6,"LAX"
"18538","JetBlue",FALSE,-11,"SFO"
"18539","JetBlue",FALSE,-2,"MCO"
"18540","JetBlue",FALSE,0,"MSY"
"18541","JetBlue",FALSE,-13,"BTV"
"18542","JetBlue",FALSE,-21,"LAX"
"18543","JetBlue",FALSE,-6,"RSW"
"18544","JetBlue",FALSE,11,"HOU"
"18545","American",FALSE,-10,"LAX"
"18546","American",TRUE,138,"SFO"
"18547","JetBlue",FALSE,-14,"LGB"
"18548","JetBlue",FALSE,1,"BUF"
"18549","American",FALSE,-20,"BOS"
"18550","American",FALSE,-7,"MIA"
"18551","JetBlue",FALSE,-21,"BOS"
"18552","JetBlue",FALSE,1,"PBI"
"18553","JetBlue",FALSE,3,"FLL"
"18554","JetBlue",FALSE,3,"SJU"
"18555","American",FALSE,-1,"LAX"
"18556","JetBlue",FALSE,1,"JAX"
"18557","JetBlue",TRUE,35,"SEA"
"18558","JetBlue",FALSE,-8,"TPA"
"18559","JetBlue",FALSE,27,"MCO"
"18560","JetBlue",FALSE,-19,"BOS"
"18561","JetBlue",FALSE,-1,"MCO"
"18562","American",FALSE,-5,"MCO"
"18563","JetBlue",FALSE,-29,"MSY"
"18564","JetBlue",FALSE,20,"PBI"
"18565","JetBlue",FALSE,-18,"BUF"
"18566","JetBlue",FALSE,-5,"SYR"
"18567","American",FALSE,-14,"SFO"
"18568","American",FALSE,-26,"FLL"
"18569","American",TRUE,41,"MIA"
"18570","American",FALSE,12,"LAX"
"18571","JetBlue",FALSE,-26,"SJU"
"18572","JetBlue",FALSE,-10,"MCO"
"18573","JetBlue",FALSE,6,"ORD"
"18574","American",FALSE,-3,"DFW"
"18575","JetBlue",FALSE,-25,"LAX"
"18576","JetBlue",FALSE,-12,"CLT"
"18577","JetBlue",FALSE,-17,"RSW"
"18578","JetBlue",FALSE,-20,"BUR"
"18579","American",FALSE,-11,"LAS"
"18580","JetBlue",FALSE,-25,"ROC"
"18581","JetBlue",FALSE,-10,"PBI"
"18582","American",FALSE,1,"BOS"
"18583","American",FALSE,2,"AUS"
"18584","JetBlue",FALSE,-22,"FLL"
"18585","American",FALSE,-13,"ORD"
"18586","American",FALSE,10,"EGE"
"18587","American",FALSE,-19,"SAN"
"18588","JetBlue",FALSE,-13,"BTV"
"18589","American",FALSE,-5,"MIA"
"18590","American",TRUE,97,"SJU"
"18591","JetBlue",FALSE,-12,"IAD"
"18592","American",FALSE,6,"SFO"
"18593","JetBlue",FALSE,-16,"FLL"
"18594","JetBlue",FALSE,11,"RDU"
"18595","JetBlue",FALSE,-20,"BOS"
"18596","JetBlue",FALSE,-17,"LAS"
"18597","American",FALSE,-11,"SEA"
"18598","JetBlue",FALSE,-12,"BUF"
"18599","JetBlue",FALSE,-30,"PHX"
"18600","JetBlue",TRUE,31,"SLC"
"18601","JetBlue",FALSE,-15,"MCO"
"18602","American",FALSE,-12,"LAX"
"18603","American",FALSE,-6,"TPA"
"18604","JetBlue",FALSE,-9,"SFO"
"18605","JetBlue",FALSE,-23,"TPA"
"18606","JetBlue",FALSE,-4,"FLL"
"18607","American",FALSE,-14,"BOS"
"18608","JetBlue",FALSE,-33,"AUS"
"18609","JetBlue",FALSE,-14,"MSY"
"18610","American",TRUE,92,"SJU"
"18611","JetBlue",FALSE,-18,"LAX"
"18612","JetBlue",FALSE,-5,"BOS"
"18613","JetBlue",FALSE,12,"HOU"
"18614","American",FALSE,-1,"LAX"
"18615","JetBlue",FALSE,-22,"BTV"
"18616","JetBlue",FALSE,-14,"BUF"
"18617","JetBlue",FALSE,-10,"BOS"
"18618","JetBlue",FALSE,-12,"SYR"
"18619","JetBlue",TRUE,69,"FLL"
"18620","JetBlue",FALSE,-7,"PWM"
"18621","JetBlue",FALSE,-2,"ROC"
"18622","JetBlue",FALSE,-6,"BQN"
"18623","JetBlue",FALSE,-10,"PSE"
"18624","JetBlue",TRUE,66,"SYR"
"18625","JetBlue",FALSE,-3,"BQN"
"18626","American",FALSE,-29,"MIA"
"18627","JetBlue",FALSE,-17,"FLL"
"18628","JetBlue",FALSE,-5,"RSW"
"18629","JetBlue",FALSE,-5,"PBI"
"18630","JetBlue",FALSE,9,"SJU"
"18631","JetBlue",FALSE,-14,"ORD"
"18632","JetBlue",FALSE,-19,"BOS"
"18633","JetBlue",FALSE,-16,"BUF"
"18634","JetBlue",FALSE,-32,"MSY"
"18635","American",FALSE,-2,"MCO"
"18636","JetBlue",FALSE,7,"LAS"
"18637","JetBlue",FALSE,-44,"LAX"
"18638","JetBlue",FALSE,-7,"FLL"
"18639","JetBlue",FALSE,-16,"SJU"
"18640","American",FALSE,-12,"FLL"
"18641","American",FALSE,-22,"MIA"
"18642","American",FALSE,-49,"LAX"
"18643","JetBlue",FALSE,3,"IAD"
"18644","JetBlue",FALSE,-24,"SRQ"
"18645","American",FALSE,-10,"SFO"
"18646","JetBlue",FALSE,-11,"SYR"
"18647","American",FALSE,-25,"STT"
"18648","American",FALSE,-7,"BOS"
"18649","JetBlue",FALSE,-5,"PIT"
"18650","JetBlue",FALSE,-4,"FLL"
"18651","JetBlue",FALSE,-25,"SAN"
"18652","JetBlue",FALSE,28,"CLT"
"18653","JetBlue",FALSE,-10,"SJU"
"18654","JetBlue",FALSE,-7,"JAX"
"18655","American",FALSE,8,"SJU"
"18656","JetBlue",FALSE,-23,"TPA"
"18657","American",FALSE,-21,"MIA"
"18658","JetBlue",FALSE,-29,"AUS"
"18659","American",FALSE,-37,"LAX"
"18660","JetBlue",FALSE,-16,"BTV"
"18661","JetBlue",FALSE,-23,"RDU"
"18662","JetBlue",FALSE,-10,"ROC"
"18663","JetBlue",FALSE,-31,"FLL"
"18664","JetBlue",FALSE,-7,"BUF"
"18665","JetBlue",FALSE,-13,"BOS"
"18666","JetBlue",FALSE,-21,"MCO"
"18667","JetBlue",FALSE,-12,"PWM"
"18668","JetBlue",FALSE,-6,"LAS"
"18669","JetBlue",FALSE,-16,"BOS"
"18670","American",FALSE,-19,"LAX"
"18671","American",FALSE,8,"SFO"
"18672","JetBlue",FALSE,-12,"SFO"
"18673","JetBlue",FALSE,-19,"MCO"
"18674","JetBlue",FALSE,-14,"MSY"
"18675","JetBlue",FALSE,-4,"BTV"
"18676","JetBlue",FALSE,-17,"LAX"
"18677","JetBlue",FALSE,-14,"RSW"
"18678","JetBlue",FALSE,-25,"HOU"
"18679","American",FALSE,-14,"LAX"
"18680","JetBlue",FALSE,-17,"LGB"
"18681","JetBlue",FALSE,7,"BUF"
"18682","American",FALSE,-19,"MIA"
"18683","American",FALSE,-24,"BOS"
"18684","JetBlue",FALSE,-13,"BOS"
"18685","JetBlue",FALSE,-9,"PBI"
"18686","JetBlue",FALSE,6,"FLL"
"18687","JetBlue",FALSE,-25,"MCO"
"18688","American",FALSE,-5,"LAX"
"18689","JetBlue",FALSE,-7,"JAX"
"18690","JetBlue",FALSE,24,"SEA"
"18691","JetBlue",FALSE,12,"SJU"
"18692","JetBlue",FALSE,-23,"TPA"
"18693","JetBlue",FALSE,-16,"BOS"
"18694","JetBlue",FALSE,-30,"MCO"
"18695","JetBlue",FALSE,-21,"BUF"
"18696","American",FALSE,-24,"MCO"
"18697","JetBlue",FALSE,-22,"PBI"
"18698","American",FALSE,-19,"MIA"
"18699","JetBlue",FALSE,-33,"MSY"
"18700","JetBlue",FALSE,-4,"SYR"
"18701","American",FALSE,-19,"FLL"
"18702","American",FALSE,-14,"SFO"
"18703","American",FALSE,-20,"LAX"
"18704","JetBlue",FALSE,-15,"ORD"
"18705","JetBlue",FALSE,-34,"SJU"
"18706","American",FALSE,-11,"DFW"
"18707","JetBlue",FALSE,-7,"MCO"
"18708","JetBlue",FALSE,-14,"CLT"
"18709","JetBlue",FALSE,-17,"LAX"
"18710","JetBlue",FALSE,-21,"RSW"
"18711","American",FALSE,-30,"BOS"
"18712","JetBlue",FALSE,-22,"BUR"
"18713","American",FALSE,-23,"LAS"
"18714","American",FALSE,0,"EGE"
"18715","JetBlue",FALSE,-18,"ROC"
"18716","American",FALSE,-1,"AUS"
"18717","JetBlue",FALSE,-20,"PBI"
"18718","JetBlue",FALSE,-14,"FLL"
"18719","American",FALSE,-21,"SAN"
"18720","American",FALSE,-30,"MIA"
"18721","JetBlue",FALSE,-21,"BTV"
"18722","JetBlue",FALSE,-13,"RDU"
"18723","American",FALSE,-14,"SFO"
"18724","American",FALSE,6,"ORD"
"18725","JetBlue",FALSE,-8,"IAD"
"18726","JetBlue",FALSE,-15,"FLL"
"18727","JetBlue",FALSE,-14,"BOS"
"18728","JetBlue",FALSE,-25,"MCO"
"18729","American",TRUE,62,"LAX"
"18730","JetBlue",FALSE,-31,"LAS"
"18731","American",FALSE,-16,"SEA"
"18732","JetBlue",FALSE,-11,"BUF"
"18733","American",FALSE,-20,"LAX"
"18734","American",TRUE,190,"SJU"
"18735","JetBlue",FALSE,-16,"PHX"
"18736","JetBlue",FALSE,-12,"SLC"
"18737","JetBlue",FALSE,-28,"MCO"
"18738","American",FALSE,22,"SJU"
"18739","American",FALSE,-9,"TPA"
"18740","JetBlue",FALSE,-17,"SFO"
"18741","JetBlue",FALSE,-34,"FLL"
"18742","JetBlue",FALSE,-14,"TPA"
"18743","American",FALSE,-12,"BOS"
"18744","JetBlue",FALSE,-5,"AUS"
"18745","JetBlue",FALSE,-3,"HOU"
